,proband_id,test_name,trialn,rsp
0,4273,cvlt2,0,truck
1,4273,cvlt2,0,spinach
2,4273,cvlt2,0,boat
3,4273,cvlt2,0,cabbage
4,4273,cvlt2,0,intrusion
5,4273,cvlt2,0,squirrel
6,4273,cvlt2,1,motorcycle
7,4273,cvlt2,1,cabbage
8,4273,cvlt2,1,boat
9,4273,cvlt2,1,truck
10,4273,cvlt2,1,cabinet
11,4273,cvlt2,1,celery
12,4273,cvlt2,2,zebra
13,4273,cvlt2,2,cow
14,4273,cvlt2,2,cabinet
15,4273,cvlt2,2,squirrel
16,4273,cvlt2,2,desk
17,4273,cvlt2,2,boat
18,4273,cvlt2,2,celery
19,4273,cvlt2,3,cabbage
20,4273,cvlt2,3,lamp
21,4273,cvlt2,3,desk
22,4273,cvlt2,3,boat
23,4273,cvlt2,3,zebra
24,4273,cvlt2,3,intrusion
25,4273,cvlt2,3,truck
26,4273,cvlt2,3,lamp
27,4273,cvlt2,3,intrusion
28,4273,cvlt2,4,cabbage
29,4273,cvlt2,4,cabinet
30,4273,cvlt2,4,motorcycle
31,4273,cvlt2,4,zebra
32,4273,cvlt2,4,celery
33,4273,cvlt2,4,boat
34,4273,cvlt2,4,desk
35,4273,cvlt2,4,intrusion
36,4273,cvlt2,4,truck
0,4307,cvlt2,0,truck
1,4307,cvlt2,0,spinach
2,4307,cvlt2,0,giraffe
3,4307,cvlt2,0,bookcase
4,4307,cvlt2,0,subway
5,4307,cvlt2,1,truck
6,4307,cvlt2,1,spinach
7,4307,cvlt2,1,giraffe
8,4307,cvlt2,1,bookcase
9,4307,cvlt2,1,squirrel
10,4307,cvlt2,1,cabbage
11,4307,cvlt2,1,giraffe
12,4307,cvlt2,1,subway
13,4307,cvlt2,2,truck
14,4307,cvlt2,2,spinach
15,4307,cvlt2,2,giraffe
16,4307,cvlt2,2,squirrel
17,4307,cvlt2,2,bookcase
18,4307,cvlt2,2,motorcycle
19,4307,cvlt2,2,onion
20,4307,cvlt2,3,cabbage
21,4307,cvlt2,3,squirrel
22,4307,cvlt2,3,truck
23,4307,cvlt2,3,bookcase
24,4307,cvlt2,3,onion
25,4307,cvlt2,3,celery
26,4307,cvlt2,3,zebra
27,4307,cvlt2,3,giraffe
28,4307,cvlt2,3,subway
29,4307,cvlt2,3,cabinet
30,4307,cvlt2,3,onion
31,4307,cvlt2,3,motorcycle
32,4307,cvlt2,3,spinach
33,4307,cvlt2,4,cabbage
34,4307,cvlt2,4,squirrel
35,4307,cvlt2,4,giraffe
36,4307,cvlt2,4,zebra
37,4307,cvlt2,4,cabinet
38,4307,cvlt2,4,bookcase
39,4307,cvlt2,4,giraffe
40,4307,cvlt2,4,subway
41,4307,cvlt2,4,spinach
42,4307,cvlt2,4,onion
43,4307,cvlt2,4,motorcycle
44,4307,cvlt2,4,celery
45,4307,cvlt2,4,onion
46,4307,cvlt2,4,truck
0,4346,cvlt2,0,truck
1,4346,cvlt2,0,spinach
2,4346,cvlt2,0,boat
3,4346,cvlt2,0,giraffe
4,4346,cvlt2,0,cabbage
5,4346,cvlt2,0,cabinet
6,4346,cvlt2,0,intrusion
7,4346,cvlt2,0,onion
8,4346,cvlt2,1,cabbage
9,4346,cvlt2,1,squirrel
10,4346,cvlt2,1,boat
11,4346,cvlt2,1,bookcase
12,4346,cvlt2,1,onion
13,4346,cvlt2,1,zebra
14,4346,cvlt2,1,boat
15,4346,cvlt2,1,intrusion
16,4346,cvlt2,1,desk
17,4346,cvlt2,2,truck
18,4346,cvlt2,2,spinach
19,4346,cvlt2,2,boat
20,4346,cvlt2,2,cabbage
21,4346,cvlt2,2,squirrel
22,4346,cvlt2,2,giraffe
23,4346,cvlt2,2,lamp
24,4346,cvlt2,2,desk
25,4346,cvlt2,2,celery
26,4346,cvlt2,2,motorcycle
27,4346,cvlt2,2,truck
28,4346,cvlt2,2,giraffe
29,4346,cvlt2,2,boat
30,4346,cvlt2,2,celery
31,4346,cvlt2,2,desk
32,4346,cvlt2,2,zebra
33,4346,cvlt2,3,squirrel
34,4346,cvlt2,3,cabinet
35,4346,cvlt2,3,bookcase
36,4346,cvlt2,3,desk
37,4346,cvlt2,3,subway
38,4346,cvlt2,3,onion
39,4346,cvlt2,3,celery
40,4346,cvlt2,3,zebra
41,4346,cvlt2,3,motorcycle
42,4346,cvlt2,3,boat
43,4346,cvlt2,3,giraffe
44,4346,cvlt2,4,lamp
45,4346,cvlt2,4,cow
46,4346,cvlt2,4,squirrel
47,4346,cvlt2,4,cabbage
48,4346,cvlt2,4,boat
49,4346,cvlt2,4,cabinet
50,4346,cvlt2,4,desk
51,4346,cvlt2,4,zebra
52,4346,cvlt2,4,celery
53,4346,cvlt2,4,cabbage
54,4346,cvlt2,4,truck
55,4346,cvlt2,4,motorcycle
56,4346,cvlt2,4,desk
0,4365,cvlt2,0,cabbage
1,4365,cvlt2,0,squirrel
2,4365,cvlt2,0,spinach
3,4365,cvlt2,0,desk
4,4365,cvlt2,0,subway
5,4365,cvlt2,0,giraffe
6,4365,cvlt2,0,onion
7,4365,cvlt2,0,squirrel
8,4365,cvlt2,0,truck
9,4365,cvlt2,1,cabbage
10,4365,cvlt2,1,boat
11,4365,cvlt2,1,cow
12,4365,cvlt2,1,celery
13,4365,cvlt2,1,subway
14,4365,cvlt2,1,cabinet
15,4365,cvlt2,1,giraffe
16,4365,cvlt2,1,squirrel
17,4365,cvlt2,1,spinach
18,4365,cvlt2,1,intrusion
19,4365,cvlt2,1,celery
20,4365,cvlt2,1,subway
21,4365,cvlt2,1,truck
22,4365,cvlt2,2,zebra
23,4365,cvlt2,2,motorcycle
24,4365,cvlt2,2,cabbage
25,4365,cvlt2,2,spinach
26,4365,cvlt2,2,giraffe
27,4365,cvlt2,2,cow
28,4365,cvlt2,2,truck
29,4365,cvlt2,2,giraffe
30,4365,cvlt2,2,cabinet
31,4365,cvlt2,2,motorcycle
32,4365,cvlt2,2,intrusion
33,4365,cvlt2,2,celery
34,4365,cvlt2,3,squirrel
35,4365,cvlt2,3,cabbage
36,4365,cvlt2,3,bookcase
37,4365,cvlt2,3,onion
38,4365,cvlt2,3,giraffe
39,4365,cvlt2,3,celery
40,4365,cvlt2,3,cabbage
41,4365,cvlt2,3,subway
42,4365,cvlt2,3,motorcycle
43,4365,cvlt2,3,cabinet
44,4365,cvlt2,3,zebra
45,4365,cvlt2,3,giraffe
46,4365,cvlt2,3,cow
47,4365,cvlt2,3,cabbage
48,4365,cvlt2,3,onion
49,4365,cvlt2,3,intrusion
50,4365,cvlt2,3,spinach
51,4365,cvlt2,3,onion
52,4365,cvlt2,3,truck
53,4365,cvlt2,3,cabbage
54,4365,cvlt2,3,celery
55,4365,cvlt2,3,squirrel
56,4365,cvlt2,4,lamp
57,4365,cvlt2,4,boat
58,4365,cvlt2,4,cabbage
59,4365,cvlt2,4,spinach
60,4365,cvlt2,4,celery
61,4365,cvlt2,4,squirrel
62,4365,cvlt2,4,cow
63,4365,cvlt2,4,giraffe
64,4365,cvlt2,4,truck
65,4365,cvlt2,4,motorcycle
66,4365,cvlt2,4,cabinet
67,4365,cvlt2,4,intrusion
68,4365,cvlt2,4,onion
69,4365,cvlt2,4,boat
70,4365,cvlt2,4,lamp
0,4367,cvlt2,0,subway
1,4367,cvlt2,0,bookcase
2,4367,cvlt2,0,truck
3,4367,cvlt2,1,truck
4,4367,cvlt2,1,bookcase
5,4367,cvlt2,1,subway
6,4367,cvlt2,2,truck
7,4367,cvlt2,2,bookcase
8,4367,cvlt2,2,subway
9,4367,cvlt2,2,squirrel
10,4367,cvlt2,3,bookcase
11,4367,cvlt2,3,subway
12,4367,cvlt2,3,squirrel
13,4367,cvlt2,3,cabbage
14,4367,cvlt2,4,truck
15,4367,cvlt2,4,bookcase
16,4367,cvlt2,4,squirrel
17,4367,cvlt2,4,cow
18,4367,cvlt2,4,spinach
0,4368,cvlt2,0,spinach
1,4368,cvlt2,0,boat
2,4368,cvlt2,1,cabbage
3,4368,cvlt2,1,boat
4,4368,cvlt2,1,celery
5,4368,cvlt2,1,spinach
6,4368,cvlt2,1,boat
7,4368,cvlt2,2,boat
8,4368,cvlt2,2,spinach
9,4368,cvlt2,2,cabbage
10,4368,cvlt2,3,cabbage
11,4368,cvlt2,3,spinach
12,4368,cvlt2,3,boat
13,4368,cvlt2,3,celery
14,4368,cvlt2,4,cabbage
15,4368,cvlt2,4,spinach
16,4368,cvlt2,4,boat
17,4368,cvlt2,4,spinach
18,4368,cvlt2,4,celery
0,4369,cvlt2,0,truck
1,4369,cvlt2,0,spinach
2,4369,cvlt2,0,cow
3,4369,cvlt2,0,lamp
4,4369,cvlt2,0,cabbage
5,4369,cvlt2,0,boat
6,4369,cvlt2,0,onion
7,4369,cvlt2,1,truck
8,4369,cvlt2,1,spinach
9,4369,cvlt2,1,bookcase
10,4369,cvlt2,1,onion
11,4369,cvlt2,1,zebra
12,4369,cvlt2,1,desk
13,4369,cvlt2,1,celery
14,4369,cvlt2,2,truck
15,4369,cvlt2,2,spinach
16,4369,cvlt2,2,celery
17,4369,cvlt2,2,desk
18,4369,cvlt2,2,zebra
19,4369,cvlt2,2,subway
20,4369,cvlt2,2,squirrel
21,4369,cvlt2,2,boat
22,4369,cvlt2,3,truck
23,4369,cvlt2,3,spinach
24,4369,cvlt2,3,cow
25,4369,cvlt2,3,giraffe
26,4369,cvlt2,3,celery
27,4369,cvlt2,3,desk
28,4369,cvlt2,3,cabinet
29,4369,cvlt2,3,boat
30,4369,cvlt2,3,zebra
31,4369,cvlt2,4,truck
32,4369,cvlt2,4,spinach
33,4369,cvlt2,4,cow
34,4369,cvlt2,4,giraffe
35,4369,cvlt2,4,celery
36,4369,cvlt2,4,zebra
37,4369,cvlt2,4,boat
38,4369,cvlt2,4,desk
39,4369,cvlt2,4,cabinet
40,4369,cvlt2,4,squirrel
0,4370,cvlt2,0,truck
1,4370,cvlt2,0,spinach
2,4370,cvlt2,0,cabbage
3,4370,cvlt2,0,intrusion
4,4370,cvlt2,1,celery
5,4370,cvlt2,1,onion
6,4370,cvlt2,1,bookcase
7,4370,cvlt2,1,squirrel
8,4370,cvlt2,1,zebra
9,4370,cvlt2,1,spinach
10,4370,cvlt2,1,truck
11,4370,cvlt2,1,squirrel
12,4370,cvlt2,1,cabbage
13,4370,cvlt2,1,bookcase
14,4370,cvlt2,1,zebra
15,4370,cvlt2,1,celery
16,4370,cvlt2,2,desk
17,4370,cvlt2,2,boat
18,4370,cvlt2,2,subway
19,4370,cvlt2,2,giraffe
20,4370,cvlt2,2,zebra
21,4370,cvlt2,2,truck
22,4370,cvlt2,2,cabbage
23,4370,cvlt2,2,spinach
24,4370,cvlt2,2,bookcase
25,4370,cvlt2,3,onion
26,4370,cvlt2,3,truck
27,4370,cvlt2,3,cabbage
28,4370,cvlt2,3,spinach
29,4370,cvlt2,3,zebra
30,4370,cvlt2,3,intrusion
31,4370,cvlt2,3,desk
32,4370,cvlt2,3,onion
33,4370,cvlt2,3,subway
34,4370,cvlt2,4,motorcycle
35,4370,cvlt2,4,intrusion
36,4370,cvlt2,4,spinach
37,4370,cvlt2,4,truck
38,4370,cvlt2,4,cow
39,4370,cvlt2,4,cow
40,4370,cvlt2,4,onion
41,4370,cvlt2,4,spinach
42,4370,cvlt2,4,subway
43,4370,cvlt2,4,intrusion
44,4370,cvlt2,4,zebra
45,4370,cvlt2,4,giraffe
46,4370,cvlt2,4,cow
0,4371,cvlt2,0,subway
1,4371,cvlt2,0,cow
2,4371,cvlt2,0,intrusion
3,4371,cvlt2,0,zebra
4,4371,cvlt2,1,cabbage
5,4371,cvlt2,1,onion
6,4371,cvlt2,1,subway
7,4371,cvlt2,1,intrusion
8,4371,cvlt2,1,celery
9,4371,cvlt2,1,motorcycle
10,4371,cvlt2,2,truck
11,4371,cvlt2,2,intrusion
12,4371,cvlt2,2,subway
13,4371,cvlt2,2,celery
14,4371,cvlt2,2,zebra
15,4371,cvlt2,2,cabbage
16,4371,cvlt2,2,subway
17,4371,cvlt2,2,spinach
18,4371,cvlt2,2,desk
19,4371,cvlt2,2,celery
20,4371,cvlt2,2,onion
21,4371,cvlt2,2,motorcycle
22,4371,cvlt2,3,truck
23,4371,cvlt2,3,motorcycle
24,4371,cvlt2,3,cabbage
25,4371,cvlt2,3,subway
26,4371,cvlt2,3,zebra
27,4371,cvlt2,3,cow
28,4371,cvlt2,3,cabinet
29,4371,cvlt2,3,truck
30,4371,cvlt2,3,motorcycle
31,4371,cvlt2,3,onion
32,4371,cvlt2,3,celery
33,4371,cvlt2,4,truck
34,4371,cvlt2,4,motorcycle
35,4371,cvlt2,4,cabinet
36,4371,cvlt2,4,lamp
37,4371,cvlt2,4,celery
38,4371,cvlt2,4,onion
39,4371,cvlt2,4,zebra
40,4371,cvlt2,4,cow
41,4371,cvlt2,4,cabbage
42,4371,cvlt2,4,spinach
0,4372,cvlt2,0,spinach
1,4372,cvlt2,0,cabbage
2,4372,cvlt2,0,motorcycle
3,4372,cvlt2,0,cabinet
4,4372,cvlt2,0,desk
5,4372,cvlt2,0,giraffe
6,4372,cvlt2,0,onion
7,4372,cvlt2,0,celery
8,4372,cvlt2,1,desk
9,4372,cvlt2,1,boat
10,4372,cvlt2,1,squirrel
11,4372,cvlt2,1,cabbage
12,4372,cvlt2,1,celery
13,4372,cvlt2,1,onion
14,4372,cvlt2,1,giraffe
15,4372,cvlt2,1,cow
16,4372,cvlt2,1,truck
17,4372,cvlt2,1,motorcycle
18,4372,cvlt2,1,spinach
19,4372,cvlt2,1,onion
20,4372,cvlt2,1,bookcase
21,4372,cvlt2,1,lamp
22,4372,cvlt2,1,desk
23,4372,cvlt2,2,celery
24,4372,cvlt2,2,cow
25,4372,cvlt2,2,desk
26,4372,cvlt2,2,boat
27,4372,cvlt2,2,cabbage
28,4372,cvlt2,2,onion
29,4372,cvlt2,2,giraffe
30,4372,cvlt2,2,spinach
31,4372,cvlt2,2,bookcase
32,4372,cvlt2,2,motorcycle
33,4372,cvlt2,2,lamp
34,4372,cvlt2,2,onion
35,4372,cvlt2,2,celery
36,4372,cvlt2,2,truck
37,4372,cvlt2,2,desk
38,4372,cvlt2,2,motorcycle
39,4372,cvlt2,2,zebra
40,4372,cvlt2,2,lamp
41,4372,cvlt2,2,spinach
42,4372,cvlt2,2,celery
43,4372,cvlt2,3,desk
44,4372,cvlt2,3,boat
45,4372,cvlt2,3,squirrel
46,4372,cvlt2,3,cabbage
47,4372,cvlt2,3,celery
48,4372,cvlt2,3,onion
49,4372,cvlt2,3,bookcase
50,4372,cvlt2,3,boat
51,4372,cvlt2,3,motorcycle
52,4372,cvlt2,3,spinach
53,4372,cvlt2,3,cabinet
54,4372,cvlt2,3,zebra
55,4372,cvlt2,3,giraffe
56,4372,cvlt2,3,onion
57,4372,cvlt2,3,celery
58,4372,cvlt2,3,subway
59,4372,cvlt2,3,lamp
60,4372,cvlt2,3,truck
61,4372,cvlt2,3,squirrel
62,4372,cvlt2,3,onion
63,4372,cvlt2,3,motorcycle
64,4372,cvlt2,4,cabbage
65,4372,cvlt2,4,desk
66,4372,cvlt2,4,boat
67,4372,cvlt2,4,squirrel
68,4372,cvlt2,4,zebra
69,4372,cvlt2,4,celery
70,4372,cvlt2,4,onion
71,4372,cvlt2,4,spinach
72,4372,cvlt2,4,cow
73,4372,cvlt2,4,giraffe
74,4372,cvlt2,4,boat
75,4372,cvlt2,4,motorcycle
76,4372,cvlt2,4,truck
77,4372,cvlt2,4,bookcase
78,4372,cvlt2,4,desk
79,4372,cvlt2,4,onion
80,4372,cvlt2,4,cabinet
81,4372,cvlt2,4,cabbage
0,4373,cvlt2,0,truck
1,4373,cvlt2,0,boat
2,4373,cvlt2,0,cabbage
3,4373,cvlt2,0,spinach
4,4373,cvlt2,1,truck
5,4373,cvlt2,1,spinach
6,4373,cvlt2,1,cabbage
7,4373,cvlt2,1,giraffe
8,4373,cvlt2,1,cow
9,4373,cvlt2,1,boat
10,4373,cvlt2,1,celery
11,4373,cvlt2,1,onion
12,4373,cvlt2,1,lamp
13,4373,cvlt2,2,truck
14,4373,cvlt2,2,spinach
15,4373,cvlt2,2,cabbage
16,4373,cvlt2,2,desk
17,4373,cvlt2,2,lamp
18,4373,cvlt2,2,boat
19,4373,cvlt2,2,celery
20,4373,cvlt2,2,onion
21,4373,cvlt2,2,giraffe
22,4373,cvlt2,2,desk
23,4373,cvlt2,2,spinach
24,4373,cvlt2,3,truck
25,4373,cvlt2,3,spinach
26,4373,cvlt2,3,lamp
27,4373,cvlt2,3,boat
28,4373,cvlt2,3,desk
29,4373,cvlt2,3,cabbage
30,4373,cvlt2,3,zebra
31,4373,cvlt2,3,lamp
32,4373,cvlt2,3,cabinet
33,4373,cvlt2,3,boat
34,4373,cvlt2,3,onion
35,4373,cvlt2,3,giraffe
36,4373,cvlt2,4,truck
37,4373,cvlt2,4,giraffe
38,4373,cvlt2,4,lamp
39,4373,cvlt2,4,desk
40,4373,cvlt2,4,boat
41,4373,cvlt2,4,celery
42,4373,cvlt2,4,onion
43,4373,cvlt2,4,cabinet
44,4373,cvlt2,4,zebra
0,4374,cvlt2,0,truck
1,4374,cvlt2,0,cabbage
2,4374,cvlt2,0,boat
3,4374,cvlt2,0,squirrel
4,4374,cvlt2,1,truck
5,4374,cvlt2,1,boat
6,4374,cvlt2,1,cabbage
7,4374,cvlt2,1,subway
8,4374,cvlt2,1,desk
9,4374,cvlt2,2,boat
10,4374,cvlt2,2,squirrel
11,4374,cvlt2,2,cabbage
12,4374,cvlt2,2,subway
13,4374,cvlt2,2,lamp
14,4374,cvlt2,2,spinach
15,4374,cvlt2,3,cabbage
16,4374,cvlt2,3,boat
17,4374,cvlt2,3,lamp
18,4374,cvlt2,3,subway
19,4374,cvlt2,3,onion
20,4374,cvlt2,3,desk
21,4374,cvlt2,3,truck
22,4374,cvlt2,4,cabbage
23,4374,cvlt2,4,desk
24,4374,cvlt2,4,lamp
25,4374,cvlt2,4,subway
26,4374,cvlt2,4,cow
27,4374,cvlt2,4,spinach
28,4374,cvlt2,4,boat
29,4374,cvlt2,4,lamp
0,4375,cvlt2,0,truck
1,4375,cvlt2,0,spinach
2,4375,cvlt2,0,celery
3,4375,cvlt2,0,boat
4,4375,cvlt2,0,intrusion
5,4375,cvlt2,0,desk
6,4375,cvlt2,0,lamp
7,4375,cvlt2,0,onion
8,4375,cvlt2,1,truck
9,4375,cvlt2,1,spinach
10,4375,cvlt2,1,lamp
11,4375,cvlt2,1,bookcase
12,4375,cvlt2,1,intrusion
13,4375,cvlt2,1,motorcycle
14,4375,cvlt2,1,intrusion
15,4375,cvlt2,1,giraffe
16,4375,cvlt2,1,cow
17,4375,cvlt2,1,intrusion
18,4375,cvlt2,1,desk
19,4375,cvlt2,2,boat
20,4375,cvlt2,2,squirrel
21,4375,cvlt2,2,cabbage
22,4375,cvlt2,2,truck
23,4375,cvlt2,2,giraffe
24,4375,cvlt2,2,lamp
25,4375,cvlt2,2,desk
26,4375,cvlt2,2,bookcase
27,4375,cvlt2,2,onion
28,4375,cvlt2,2,spinach
29,4375,cvlt2,2,celery
30,4375,cvlt2,2,cabinet
31,4375,cvlt2,2,onion
32,4375,cvlt2,2,squirrel
33,4375,cvlt2,2,cow
34,4375,cvlt2,3,truck
35,4375,cvlt2,3,spinach
36,4375,cvlt2,3,celery
37,4375,cvlt2,3,motorcycle
38,4375,cvlt2,3,bookcase
39,4375,cvlt2,3,cabinet
40,4375,cvlt2,3,squirrel
41,4375,cvlt2,3,boat
42,4375,cvlt2,3,desk
43,4375,cvlt2,3,onion
44,4375,cvlt2,3,celery
45,4375,cvlt2,3,giraffe
46,4375,cvlt2,3,cow
47,4375,cvlt2,4,truck
48,4375,cvlt2,4,spinach
49,4375,cvlt2,4,bookcase
50,4375,cvlt2,4,squirrel
51,4375,cvlt2,4,giraffe
52,4375,cvlt2,4,lamp
53,4375,cvlt2,4,cow
54,4375,cvlt2,4,celery
55,4375,cvlt2,4,onion
56,4375,cvlt2,4,motorcycle
57,4375,cvlt2,4,boat
58,4375,cvlt2,4,zebra
59,4375,cvlt2,4,squirrel
60,4375,cvlt2,4,onion
61,4375,cvlt2,4,cabbage
0,4376,cvlt2,0,truck
1,4376,cvlt2,0,spinach
2,4376,cvlt2,0,cabbage
3,4376,cvlt2,0,intrusion
4,4376,cvlt2,1,truck
5,4376,cvlt2,1,spinach
6,4376,cvlt2,1,cabbage
7,4376,cvlt2,1,cow
8,4376,cvlt2,1,intrusion
9,4376,cvlt2,1,spinach
10,4376,cvlt2,1,squirrel
11,4376,cvlt2,1,giraffe
12,4376,cvlt2,2,truck
13,4376,cvlt2,2,cabbage
14,4376,cvlt2,2,spinach
15,4376,cvlt2,2,bookcase
16,4376,cvlt2,2,zebra
17,4376,cvlt2,2,giraffe
18,4376,cvlt2,2,squirrel
19,4376,cvlt2,2,motorcycle
20,4376,cvlt2,2,bookcase
21,4376,cvlt2,3,cabbage
22,4376,cvlt2,3,truck
23,4376,cvlt2,3,zebra
24,4376,cvlt2,3,squirrel
25,4376,cvlt2,3,giraffe
26,4376,cvlt2,3,bookcase
27,4376,cvlt2,3,motorcycle
28,4376,cvlt2,3,cabbage
29,4376,cvlt2,3,cow
30,4376,cvlt2,4,truck
31,4376,cvlt2,4,zebra
32,4376,cvlt2,4,cow
33,4376,cvlt2,4,squirrel
34,4376,cvlt2,4,spinach
35,4376,cvlt2,4,subway
36,4376,cvlt2,4,onion
37,4376,cvlt2,4,intrusion
0,4377,cvlt2,0,truck
1,4377,cvlt2,0,spinach
2,4377,cvlt2,0,giraffe
3,4377,cvlt2,0,motorcycle
4,4377,cvlt2,0,cabbage
5,4377,cvlt2,0,squirrel
6,4377,cvlt2,0,subway
7,4377,cvlt2,1,truck
8,4377,cvlt2,1,spinach
9,4377,cvlt2,1,giraffe
10,4377,cvlt2,1,subway
11,4377,cvlt2,1,desk
12,4377,cvlt2,1,lamp
13,4377,cvlt2,1,cabbage
14,4377,cvlt2,1,cow
15,4377,cvlt2,2,truck
16,4377,cvlt2,2,spinach
17,4377,cvlt2,2,giraffe
18,4377,cvlt2,2,celery
19,4377,cvlt2,2,desk
20,4377,cvlt2,2,desk
21,4377,cvlt2,2,squirrel
22,4377,cvlt2,2,spinach
23,4377,cvlt2,2,cabbage
24,4377,cvlt2,2,lamp
25,4377,cvlt2,2,cow
26,4377,cvlt2,3,truck
27,4377,cvlt2,3,spinach
28,4377,cvlt2,3,giraffe
29,4377,cvlt2,3,bookcase
30,4377,cvlt2,3,squirrel
31,4377,cvlt2,3,cabbage
32,4377,cvlt2,3,cow
33,4377,cvlt2,3,lamp
34,4377,cvlt2,3,truck
35,4377,cvlt2,4,boat
36,4377,cvlt2,4,cabbage
37,4377,cvlt2,4,desk
38,4377,cvlt2,4,squirrel
39,4377,cvlt2,4,truck
40,4377,cvlt2,4,spinach
41,4377,cvlt2,4,giraffe
42,4377,cvlt2,4,subway
43,4377,cvlt2,4,motorcycle
44,4377,cvlt2,4,celery
45,4377,cvlt2,4,cabbage
0,4378,cvlt2,0,cabbage
