,overall_ntrials,overall_ncorrect,overall_rt_mean,overall_rt_mean_outrmvd,overall_rt_outrmvd,happy_ntrials,happy_ncorrect,happy_rt_mean,happy_rt_mean_outrmvd,happy_rt_outrmvd,happy_female_ntrials,happy_female_ncorrect,happy_female_rt_mean,happy_female_rt_mean_outrmvd,happy_female_rt_outrmvd,happy_female_strong_ntrials,happy_female_strong_ncorrect,happy_female_strong_rt_mean,happy_female_strong_rt_mean_outrmvd,happy_female_strong_rt_outrmvd,happy_female_weak_ntrials,happy_female_weak_ncorrect,happy_female_weak_rt_mean,happy_female_weak_rt_mean_outrmvd,happy_female_weak_rt_outrmvd,happy_male_ntrials,happy_male_ncorrect,happy_male_rt_mean,happy_male_rt_mean_outrmvd,happy_male_rt_outrmvd,happy_male_strong_ntrials,happy_male_strong_ncorrect,happy_male_strong_rt_mean,happy_male_strong_rt_mean_outrmvd,happy_male_strong_rt_outrmvd,happy_male_weak_ntrials,happy_male_weak_ncorrect,happy_male_weak_rt_mean,happy_male_weak_rt_mean_outrmvd,happy_male_weak_rt_outrmvd,afraid_ntrials,afraid_ncorrect,afraid_rt_mean,afraid_rt_mean_outrmvd,afraid_rt_outrmvd,afraid_female_ntrials,afraid_female_ncorrect,afraid_female_rt_mean,afraid_female_rt_mean_outrmvd,afraid_female_rt_outrmvd,afraid_female_strong_ntrials,afraid_female_strong_ncorrect,afraid_female_strong_rt_mean,afraid_female_strong_rt_mean_outrmvd,afraid_female_strong_rt_outrmvd,afraid_female_weak_ntrials,afraid_female_weak_ncorrect,afraid_female_weak_rt_mean,afraid_female_weak_rt_mean_outrmvd,afraid_female_weak_rt_outrmvd,afraid_male_ntrials,afraid_male_ncorrect,afraid_male_rt_mean,afraid_male_rt_mean_outrmvd,afraid_male_rt_outrmvd,afraid_male_strong_ntrials,afraid_male_strong_ncorrect,afraid_male_strong_rt_mean,afraid_male_strong_rt_mean_outrmvd,afraid_male_strong_rt_outrmvd,afraid_male_weak_ntrials,afraid_male_weak_ncorrect,afraid_male_weak_rt_mean,afraid_male_weak_rt_mean_outrmvd,afraid_male_weak_rt_outrmvd,angry_ntrials,angry_ncorrect,angry_rt_mean,angry_rt_mean_outrmvd,angry_rt_outrmvd,angry_male_ntrials,angry_male_ncorrect,angry_male_rt_mean,angry_male_rt_mean_outrmvd,angry_male_rt_outrmvd,angry_male_weak_ntrials,angry_male_weak_ncorrect,angry_male_weak_rt_mean,angry_male_weak_rt_mean_outrmvd,angry_male_weak_rt_outrmvd,angry_male_strong_ntrials,angry_male_strong_ncorrect,angry_male_strong_rt_mean,angry_male_strong_rt_mean_outrmvd,angry_male_strong_rt_outrmvd,angry_female_ntrials,angry_female_ncorrect,angry_female_rt_mean,angry_female_rt_mean_outrmvd,angry_female_rt_outrmvd,angry_female_weak_ntrials,angry_female_weak_ncorrect,angry_female_weak_rt_mean,angry_female_weak_rt_mean_outrmvd,angry_female_weak_rt_outrmvd,angry_female_strong_ntrials,angry_female_strong_ncorrect,angry_female_strong_rt_mean,angry_female_strong_rt_mean_outrmvd,angry_female_strong_rt_outrmvd,neutral_ntrials,neutral_ncorrect,neutral_rt_mean,neutral_rt_mean_outrmvd,neutral_rt_outrmvd,neutral_female_ntrials,neutral_female_ncorrect,neutral_female_rt_mean,neutral_female_rt_mean_outrmvd,neutral_female_rt_outrmvd,neutral_male_ntrials,neutral_male_ncorrect,neutral_male_rt_mean,neutral_male_rt_mean_outrmvd,neutral_male_rt_outrmvd,sad_ntrials,sad_ncorrect,sad_rt_mean,sad_rt_mean_outrmvd,sad_rt_outrmvd,sad_female_ntrials,sad_female_ncorrect,sad_female_rt_mean,sad_female_rt_mean_outrmvd,sad_female_rt_outrmvd,sad_female_strong_ntrials,sad_female_strong_ncorrect,sad_female_strong_rt_mean,sad_female_strong_rt_mean_outrmvd,sad_female_strong_rt_outrmvd,sad_female_weak_ntrials,sad_female_weak_ncorrect,sad_female_weak_rt_mean,sad_female_weak_rt_mean_outrmvd,sad_female_weak_rt_outrmvd,sad_male_ntrials,sad_male_ncorrect,sad_male_rt_mean,sad_male_rt_mean_outrmvd,sad_male_rt_outrmvd,sad_male_weak_ntrials,sad_male_weak_ncorrect,sad_male_weak_rt_mean,sad_male_weak_rt_mean_outrmvd,sad_male_weak_rt_outrmvd,sad_male_strong_ntrials,sad_male_strong_ncorrect,sad_male_strong_rt_mean,sad_male_strong_rt_mean_outrmvd,sad_male_strong_rt_outrmvd,group
4434,40.0,37.0,1180.32432432,1180.32432432,0.0,8.0,8.0,1298.75,1298.75,0.0,4.0,4.0,1245.0,1245.0,0.0,2.0,2.0,1285.0,1285.0,0.0,2.0,2.0,1205.0,1205.0,0.0,4.0,4.0,1352.5,1352.5,0.0,2.0,2.0,1135.0,1135.0,0.0,2.0,2.0,1570.0,1570.0,0.0,8.0,8.0,1145.0,1145.0,0.0,4.0,4.0,1187.5,1187.5,0.0,2.0,2.0,1610.0,1610.0,0.0,2.0,2.0,765.0,765.0,0.0,4.0,4.0,1102.5,1102.5,0.0,2.0,2.0,1165.0,1165.0,0.0,2.0,2.0,1040.0,1040.0,0.0,8.0,7.0,1000.0,1000.0,0.0,4.0,3.0,973.333333333,973.333333333,0.0,2.0,1.0,1060.0,,1.0,2.0,2.0,930.0,930.0,0.0,4.0,4.0,1020.0,1020.0,0.0,2.0,2.0,1095.0,1095.0,0.0,2.0,2.0,945.0,945.0,0.0,8.0,8.0,1442.75,1442.75,0.0,4.0,4.0,1415.5,1415.5,0.0,4.0,4.0,1470.0,1470.0,0.0,8.0,6.0,930.0,930.0,0.0,4.0,3.0,1056.66666667,1056.66666667,0.0,2.0,2.0,1090.0,1090.0,0.0,2.0,1.0,990.0,,1.0,4.0,3.0,803.333333333,803.333333333,0.0,2.0,2.0,775.0,775.0,0.0,2.0,1.0,860.0,,1.0,0.0
4435,40.0,36.0,2743.80555556,2607.31428571,1.0,8.0,8.0,2123.75,2123.75,0.0,4.0,4.0,2127.5,2127.5,0.0,2.0,2.0,1590.0,1590.0,0.0,2.0,2.0,2665.0,2665.0,0.0,4.0,4.0,2120.0,2120.0,0.0,2.0,2.0,1585.0,1585.0,0.0,2.0,2.0,2655.0,2655.0,0.0,8.0,8.0,3370.25,3370.25,0.0,4.0,4.0,3790.5,3790.5,0.0,2.0,2.0,4891.0,4891.0,0.0,2.0,2.0,2690.0,2690.0,0.0,4.0,4.0,2950.0,2950.0,0.0,2.0,2.0,2435.0,2435.0,0.0,2.0,2.0,3465.0,3465.0,0.0,8.0,7.0,3261.71428571,3261.71428571,0.0,4.0,3.0,3186.66666667,3186.66666667,0.0,2.0,1.0,2300.0,,1.0,2.0,2.0,3630.0,3630.0,0.0,4.0,4.0,3318.0,3318.0,0.0,2.0,2.0,2760.5,2760.5,0.0,2.0,2.0,3875.5,3875.5,0.0,8.0,7.0,2253.14285714,2253.14285714,0.0,4.0,4.0,2520.5,2520.5,0.0,4.0,3.0,1896.66666667,1896.66666667,0.0,8.0,6.0,2703.5,2703.5,0.0,4.0,2.0,3620.0,3620.0,0.0,2.0,1.0,6210.0,,1.0,2.0,1.0,1030.0,,1.0,4.0,4.0,2245.25,2245.25,0.0,2.0,2.0,2130.5,2130.5,0.0,2.0,2.0,2360.0,2360.0,0.0,1.0
4436,40.0,36.0,2666.05555556,2666.05555556,0.0,8.0,8.0,1747.625,1747.625,0.0,4.0,4.0,1832.75,1832.75,0.0,2.0,2.0,1960.0,1960.0,0.0,2.0,2.0,1705.5,1705.5,0.0,4.0,4.0,1662.5,1662.5,0.0,2.0,2.0,1880.0,1880.0,0.0,2.0,2.0,1445.0,1445.0,0.0,8.0,8.0,2889.0,2889.0,0.0,4.0,4.0,3295.5,3295.5,0.0,2.0,2.0,4280.5,4280.5,0.0,2.0,2.0,2310.5,2310.5,0.0,4.0,4.0,2482.5,2482.5,0.0,2.0,2.0,2150.0,2150.0,0.0,2.0,2.0,2815.0,2815.0,0.0,8.0,7.0,3070.14285714,3070.14285714,0.0,4.0,3.0,3476.66666667,3476.66666667,0.0,2.0,1.0,4420.0,,1.0,2.0,2.0,3005.0,3005.0,0.0,4.0,4.0,2765.25,2765.25,0.0,2.0,2.0,3735.0,3735.0,0.0,2.0,2.0,1795.5,1795.5,0.0,8.0,7.0,3144.71428571,3144.71428571,0.0,4.0,3.0,4203.66666667,4203.66666667,0.0,4.0,4.0,2350.5,2350.5,0.0,8.0,6.0,2563.5,2563.5,0.0,4.0,2.0,3145.5,3145.5,0.0,2.0,2.0,3145.5,3145.5,0.0,2.0,0.0,,,0.0,4.0,4.0,2272.5,2272.5,0.0,2.0,2.0,2520.0,2520.0,0.0,2.0,2.0,2025.0,2025.0,0.0,0.0
4439,40.0,33.0,2505.54545455,2347.59375,1.0,8.0,8.0,2332.75,2332.75,0.0,4.0,4.0,2693.0,2693.0,0.0,2.0,2.0,2666.0,2666.0,0.0,2.0,2.0,2720.0,2720.0,0.0,4.0,4.0,1972.5,1972.5,0.0,2.0,2.0,1730.0,1730.0,0.0,2.0,2.0,2215.0,2215.0,0.0,8.0,7.0,2302.85714286,2302.85714286,0.0,4.0,3.0,1976.66666667,1976.66666667,0.0,2.0,1.0,2730.0,,1.0,2.0,2.0,1600.0,1600.0,0.0,4.0,4.0,2547.5,2547.5,0.0,2.0,2.0,1860.0,1860.0,0.0,2.0,2.0,3235.0,3235.0,0.0,8.0,7.0,3270.0,3270.0,0.0,4.0,3.0,2080.0,2080.0,0.0,2.0,1.0,2310.0,,1.0,2.0,2.0,1965.0,1965.0,0.0,4.0,4.0,4162.5,4162.5,0.0,2.0,2.0,5750.0,5750.0,0.0,2.0,2.0,2575.0,2575.0,0.0,8.0,7.0,2178.71428571,2178.71428571,0.0,4.0,3.0,1797.0,1797.0,0.0,4.0,4.0,2465.0,2465.0,0.0,8.0,4.0,2440.0,2440.0,0.0,4.0,2.0,3275.0,3275.0,0.0,2.0,1.0,4560.0,,1.0,2.0,1.0,1990.0,,1.0,4.0,2.0,1605.0,1605.0,0.0,2.0,1.0,1880.0,,1.0,2.0,1.0,1330.0,,1.0,0.0
4440,40.0,37.0,2007.67567568,2007.67567568,0.0,8.0,8.0,2085.125,2085.125,0.0,4.0,4.0,2220.0,2220.0,0.0,2.0,2.0,2075.0,2075.0,0.0,2.0,2.0,2365.0,2365.0,0.0,4.0,4.0,1950.25,1950.25,0.0,2.0,2.0,2315.0,2315.0,0.0,2.0,2.0,1585.5,1585.5,0.0,8.0,8.0,2256.375,2256.375,0.0,4.0,4.0,2602.75,2602.75,0.0,2.0,2.0,2865.5,2865.5,0.0,2.0,2.0,2340.0,2340.0,0.0,4.0,4.0,1910.0,1910.0,0.0,2.0,2.0,1495.0,1495.0,0.0,2.0,2.0,2325.0,2325.0,0.0,8.0,8.0,1825.0,1825.0,0.0,4.0,4.0,2137.5,2137.5,0.0,2.0,2.0,2945.0,2945.0,0.0,2.0,2.0,1330.0,1330.0,0.0,4.0,4.0,1512.5,1512.5,0.0,2.0,2.0,1785.0,1785.0,0.0,2.0,2.0,1240.0,1240.0,0.0,8.0,8.0,1757.625,1757.625,0.0,4.0,4.0,1622.5,1622.5,0.0,4.0,4.0,1892.75,1892.75,0.0,8.0,5.0,2178.2,2178.2,0.0,4.0,3.0,1980.33333333,1980.33333333,0.0,2.0,2.0,2035.5,2035.5,0.0,2.0,1.0,1870.0,,1.0,4.0,2.0,2475.0,2475.0,0.0,2.0,0.0,,,0.0,2.0,2.0,2475.0,2475.0,0.0,0.0
4441,40.0,28.0,3078.39285714,3078.39285714,0.0,8.0,7.0,3054.57142857,3054.57142857,0.0,4.0,3.0,2866.66666667,2866.66666667,0.0,2.0,2.0,2730.0,2730.0,0.0,2.0,1.0,3140.0,,1.0,4.0,4.0,3195.5,3195.5,0.0,2.0,2.0,2590.0,2590.0,0.0,2.0,2.0,3801.0,3801.0,0.0,8.0,6.0,1923.33333333,1923.33333333,0.0,4.0,3.0,1633.33333333,1633.33333333,0.0,2.0,1.0,1910.0,,1.0,2.0,2.0,1495.0,1495.0,0.0,4.0,3.0,2213.33333333,2213.33333333,0.0,2.0,2.0,2970.0,2970.0,0.0,2.0,1.0,700.0,,1.0,8.0,7.0,3473.14285714,3473.14285714,0.0,4.0,3.0,4147.0,4147.0,0.0,2.0,2.0,4730.5,4730.5,0.0,2.0,1.0,2980.0,,1.0,4.0,4.0,2967.75,2967.75,0.0,2.0,2.0,3305.5,3305.5,0.0,2.0,2.0,2630.0,2630.0,0.0,8.0,4.0,4120.25,4120.25,0.0,4.0,2.0,4070.0,4070.0,0.0,4.0,2.0,4170.5,4170.5,0.0,8.0,4.0,3120.0,3120.0,0.0,4.0,1.0,2320.0,,1.0,2.0,1.0,2320.0,,1.0,2.0,0.0,,,0.0,4.0,3.0,3386.66666667,3386.66666667,0.0,2.0,1.0,2960.0,,1.0,2.0,2.0,3600.0,3600.0,0.0,1.0
4443,40.0,32.0,1661.375,1661.375,0.0,8.0,8.0,1568.875,1568.875,0.0,4.0,4.0,1620.25,1620.25,0.0,2.0,2.0,1875.5,1875.5,0.0,2.0,2.0,1365.0,1365.0,0.0,4.0,4.0,1517.5,1517.5,0.0,2.0,2.0,1605.0,1605.0,0.0,2.0,2.0,1430.0,1430.0,0.0,8.0,6.0,1573.5,1573.5,0.0,4.0,3.0,1530.33333333,1530.33333333,0.0,2.0,1.0,1661.0,,1.0,2.0,2.0,1465.0,1465.0,0.0,4.0,3.0,1616.66666667,1616.66666667,0.0,2.0,2.0,1695.0,1695.0,0.0,2.0,1.0,1460.0,,1.0,8.0,4.0,2075.0,2075.0,0.0,4.0,2.0,2265.0,2265.0,0.0,2.0,0.0,,,0.0,2.0,2.0,2265.0,2265.0,0.0,4.0,2.0,1885.0,1885.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1885.0,1885.0,0.0,8.0,6.0,1808.5,1808.5,0.0,4.0,4.0,1797.5,1797.5,0.0,4.0,2.0,1830.5,1830.5,0.0,8.0,8.0,1502.625,1502.625,0.0,4.0,4.0,2055.25,2055.25,0.0,2.0,2.0,1425.5,1425.5,0.0,2.0,2.0,2685.0,2685.0,0.0,4.0,4.0,950.0,950.0,0.0,2.0,2.0,945.0,945.0,0.0,2.0,2.0,955.0,955.0,0.0,0.0
4444,40.0,33.0,2188.06060606,2188.06060606,0.0,8.0,8.0,1845.125,1845.125,0.0,4.0,4.0,1570.0,1570.0,0.0,2.0,2.0,1225.0,1225.0,0.0,2.0,2.0,1915.0,1915.0,0.0,4.0,4.0,2120.25,2120.25,0.0,2.0,2.0,2180.0,2180.0,0.0,2.0,2.0,2060.5,2060.5,0.0,8.0,6.0,2563.5,2563.5,0.0,4.0,2.0,2440.5,2440.5,0.0,2.0,1.0,1810.0,,1.0,2.0,1.0,3071.0,,1.0,4.0,4.0,2625.0,2625.0,0.0,2.0,2.0,2470.0,2470.0,0.0,2.0,2.0,2780.0,2780.0,0.0,8.0,5.0,2320.2,2320.2,0.0,4.0,2.0,2685.5,2685.5,0.0,2.0,0.0,,,0.0,2.0,2.0,2685.5,2685.5,0.0,4.0,3.0,2076.66666667,2076.66666667,0.0,2.0,1.0,1900.0,,1.0,2.0,2.0,2165.0,2165.0,0.0,8.0,8.0,2537.75,2537.75,0.0,4.0,4.0,2447.75,2447.75,0.0,4.0,4.0,2627.75,2627.75,0.0,8.0,6.0,1693.5,1693.5,0.0,4.0,3.0,1856.66666667,1856.66666667,0.0,2.0,2.0,1755.0,1755.0,0.0,2.0,1.0,2060.0,,1.0,4.0,3.0,1530.33333333,1530.33333333,0.0,2.0,1.0,1090.0,,1.0,2.0,2.0,1750.5,1750.5,0.0,1.0
4445,40.0,25.0,1971.72,1830.95833333,1.0,8.0,8.0,1895.125,1895.125,0.0,4.0,4.0,2100.0,2100.0,0.0,2.0,2.0,2065.0,2065.0,0.0,2.0,2.0,2135.0,2135.0,0.0,4.0,4.0,1690.25,1690.25,0.0,2.0,2.0,1435.5,1435.5,0.0,2.0,2.0,1945.0,1945.0,0.0,8.0,3.0,3480.0,3480.0,0.0,4.0,2.0,4340.0,4340.0,0.0,2.0,0.0,,,0.0,2.0,2.0,4340.0,4340.0,0.0,4.0,1.0,1760.0,,1.0,2.0,1.0,1760.0,,1.0,2.0,0.0,,,0.0,8.0,5.0,1792.0,1792.0,0.0,4.0,2.0,1540.0,1540.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1540.0,1540.0,0.0,4.0,3.0,1960.0,1960.0,0.0,2.0,2.0,2175.0,2175.0,0.0,2.0,1.0,1530.0,,1.0,8.0,2.0,2845.0,2845.0,0.0,4.0,1.0,1770.0,,1.0,4.0,1.0,3920.0,,1.0,8.0,7.0,1291.71428571,1291.71428571,0.0,4.0,3.0,1714.0,1714.0,0.0,2.0,2.0,1850.5,1850.5,0.0,2.0,1.0,1441.0,,1.0,4.0,4.0,975.0,975.0,0.0,2.0,2.0,1230.0,1230.0,0.0,2.0,2.0,720.0,720.0,0.0,1.0
4446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4447,40.0,30.0,2445.1,2445.1,0.0,8.0,5.0,1782.0,1782.0,0.0,4.0,2.0,1970.0,1970.0,0.0,2.0,1.0,2330.0,,1.0,2.0,1.0,1610.0,,1.0,4.0,3.0,1656.66666667,1656.66666667,0.0,2.0,2.0,1680.0,1680.0,0.0,2.0,1.0,1610.0,,1.0,8.0,8.0,2672.75,2672.75,0.0,4.0,4.0,2272.75,2272.75,0.0,2.0,2.0,2705.0,2705.0,0.0,2.0,2.0,1840.5,1840.5,0.0,4.0,4.0,3072.75,3072.75,0.0,2.0,2.0,3200.5,3200.5,0.0,2.0,2.0,2945.0,2945.0,0.0,8.0,5.0,3248.2,3248.2,0.0,4.0,1.0,2870.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,2870.0,,1.0,4.0,4.0,3342.75,3342.75,0.0,2.0,2.0,4155.5,4155.5,0.0,2.0,2.0,2530.0,2530.0,0.0,8.0,4.0,2012.5,2012.5,0.0,4.0,3.0,2066.66666667,2066.66666667,0.0,4.0,1.0,1850.0,,1.0,8.0,8.0,2346.25,2346.25,0.0,4.0,4.0,2465.0,2465.0,0.0,2.0,2.0,2645.0,2645.0,0.0,2.0,2.0,2285.0,2285.0,0.0,4.0,4.0,2227.5,2227.5,0.0,2.0,2.0,2725.0,2725.0,0.0,2.0,2.0,1730.0,1730.0,0.0,0.0
4448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4449,40.0,34.0,3011.97058824,2769.87878788,1.0,8.0,7.0,2364.28571429,2364.28571429,0.0,4.0,4.0,1815.0,1815.0,0.0,2.0,2.0,1815.0,1815.0,0.0,2.0,2.0,1815.0,1815.0,0.0,4.0,3.0,3096.66666667,3096.66666667,0.0,2.0,1.0,1870.0,,1.0,2.0,2.0,3710.0,3710.0,0.0,8.0,6.0,5612.66666667,5612.66666667,0.0,4.0,3.0,3577.66666667,3577.66666667,0.0,2.0,2.0,3816.0,3816.0,0.0,2.0,1.0,3101.0,,1.0,4.0,3.0,7647.66666667,7647.66666667,0.0,2.0,1.0,5451.0,,1.0,2.0,2.0,8746.0,8746.0,0.0,8.0,6.0,2953.33333333,2953.33333333,0.0,4.0,2.0,2420.0,2420.0,0.0,2.0,0.0,,,0.0,2.0,2.0,2420.0,2420.0,0.0,4.0,4.0,3220.0,3220.0,0.0,2.0,2.0,4570.0,4570.0,0.0,2.0,2.0,1870.0,1870.0,0.0,8.0,7.0,2925.71428571,2925.71428571,0.0,4.0,4.0,2762.5,2762.5,0.0,4.0,3.0,3143.33333333,3143.33333333,0.0,8.0,8.0,1747.625,1747.625,0.0,4.0,4.0,2220.25,2220.25,0.0,2.0,2.0,2155.0,2155.0,0.0,2.0,2.0,2285.5,2285.5,0.0,4.0,4.0,1275.0,1275.0,0.0,2.0,2.0,1075.0,1075.0,0.0,2.0,2.0,1475.0,1475.0,0.0,0.0
4450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4451,40.0,36.0,1928.72222222,1775.25714286,1.0,8.0,8.0,1511.25,1511.25,0.0,4.0,4.0,1977.5,1977.5,0.0,2.0,2.0,2520.0,2520.0,0.0,2.0,2.0,1435.0,1435.0,0.0,4.0,4.0,1045.0,1045.0,0.0,2.0,2.0,945.0,945.0,0.0,2.0,2.0,1145.0,1145.0,0.0,8.0,6.0,3505.16666667,3505.16666667,0.0,4.0,2.0,3335.0,3335.0,0.0,2.0,0.0,,,0.0,2.0,2.0,3335.0,3335.0,0.0,4.0,4.0,3590.25,3590.25,0.0,2.0,2.0,1915.0,1915.0,0.0,2.0,2.0,5265.5,5265.5,0.0,8.0,7.0,2093.14285714,2093.14285714,0.0,4.0,4.0,2082.75,2082.75,0.0,2.0,2.0,2785.5,2785.5,0.0,2.0,2.0,1380.0,1380.0,0.0,4.0,3.0,2107.0,2107.0,0.0,2.0,1.0,2110.0,,1.0,2.0,2.0,2105.5,2105.5,0.0,8.0,8.0,1420.125,1420.125,0.0,4.0,4.0,1327.5,1327.5,0.0,4.0,4.0,1512.75,1512.75,0.0,8.0,7.0,1471.42857143,1471.42857143,0.0,4.0,4.0,1455.0,1455.0,0.0,2.0,2.0,1435.0,1435.0,0.0,2.0,2.0,1475.0,1475.0,0.0,4.0,3.0,1493.33333333,1493.33333333,0.0,2.0,1.0,2340.0,,1.0,2.0,2.0,1070.0,1070.0,0.0,0.0
4452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
4453,40.0,33.0,2068.57575758,1856.625,1.0,8.0,8.0,1332.5,1332.5,0.0,4.0,4.0,1332.5,1332.5,0.0,2.0,2.0,1625.0,1625.0,0.0,2.0,2.0,1040.0,1040.0,0.0,4.0,4.0,1332.5,1332.5,0.0,2.0,2.0,1145.0,1145.0,0.0,2.0,2.0,1520.0,1520.0,0.0,8.0,6.0,2110.0,2110.0,0.0,4.0,2.0,2430.0,2430.0,0.0,2.0,1.0,2480.0,,1.0,2.0,1.0,2380.0,,1.0,4.0,4.0,1950.0,1950.0,0.0,2.0,2.0,2145.0,2145.0,0.0,2.0,2.0,1755.0,1755.0,0.0,8.0,6.0,2240.16666667,2240.16666667,0.0,4.0,2.0,1870.0,1870.0,0.0,2.0,0.0,,,0.0,2.0,2.0,1870.0,1870.0,0.0,4.0,4.0,2425.25,2425.25,0.0,2.0,2.0,2555.0,2555.0,0.0,2.0,2.0,2295.5,2295.5,0.0,8.0,7.0,2994.42857143,2994.42857143,0.0,4.0,4.0,3947.75,3947.75,0.0,4.0,3.0,1723.33333333,1723.33333333,0.0,8.0,6.0,1756.83333333,1756.83333333,0.0,4.0,2.0,1750.0,1750.0,0.0,2.0,1.0,2250.0,,1.0,2.0,1.0,1250.0,,1.0,4.0,4.0,1760.25,1760.25,0.0,2.0,2.0,1675.0,1675.0,0.0,2.0,2.0,1845.5,1845.5,0.0,1.0
4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4456,40.0,30.0,1940.53333333,1784.31034483,1.0,8.0,8.0,1950.25,1950.25,0.0,4.0,4.0,2735.5,2735.5,0.0,2.0,2.0,3755.5,3755.5,0.0,2.0,2.0,1715.5,1715.5,0.0,4.0,4.0,1165.0,1165.0,0.0,2.0,2.0,1095.0,1095.0,0.0,2.0,2.0,1235.0,1235.0,0.0,8.0,6.0,2506.83333333,2506.83333333,0.0,4.0,3.0,3217.0,3217.0,0.0,2.0,1.0,1360.0,,1.0,2.0,2.0,4145.5,4145.5,0.0,4.0,3.0,1796.66666667,1796.66666667,0.0,2.0,2.0,1890.0,1890.0,0.0,2.0,1.0,1610.0,,1.0,8.0,6.0,1962.0,1962.0,0.0,4.0,3.0,1734.0,1734.0,0.0,2.0,1.0,3141.0,,1.0,2.0,2.0,1030.5,1030.5,0.0,4.0,3.0,2190.0,2190.0,0.0,2.0,2.0,2420.0,2420.0,0.0,2.0,1.0,1730.0,,1.0,8.0,6.0,1108.33333333,1108.33333333,0.0,4.0,2.0,995.0,995.0,0.0,4.0,4.0,1165.0,1165.0,0.0,8.0,4.0,2287.75,2287.75,0.0,4.0,3.0,2400.0,2400.0,0.0,2.0,2.0,1910.0,1910.0,0.0,2.0,1.0,3380.0,,1.0,4.0,1.0,1951.0,,1.0,2.0,0.0,,,0.0,2.0,1.0,1951.0,,1.0,0.0
4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4460,40.0,28.0,2084.42857143,2084.42857143,0.0,8.0,8.0,1718.875,1718.875,0.0,4.0,4.0,1822.5,1822.5,0.0,2.0,2.0,1920.0,1920.0,0.0,2.0,2.0,1725.0,1725.0,0.0,4.0,4.0,1615.25,1615.25,0.0,2.0,2.0,1620.5,1620.5,0.0,2.0,2.0,1610.0,1610.0,0.0,8.0,6.0,2516.83333333,2516.83333333,0.0,4.0,2.0,2840.0,2840.0,0.0,2.0,1.0,2750.0,,1.0,2.0,1.0,2930.0,,1.0,4.0,4.0,2355.25,2355.25,0.0,2.0,2.0,2225.5,2225.5,0.0,2.0,2.0,2485.0,2485.0,0.0,8.0,5.0,1712.2,1712.2,0.0,4.0,2.0,1625.5,1625.5,0.0,2.0,0.0,,,0.0,2.0,2.0,1625.5,1625.5,0.0,4.0,3.0,1770.0,1770.0,0.0,2.0,1.0,1740.0,,1.0,2.0,2.0,1785.0,1785.0,0.0,8.0,5.0,2266.0,2266.0,0.0,4.0,3.0,2276.66666667,2276.66666667,0.0,4.0,2.0,2250.0,2250.0,0.0,8.0,4.0,2405.25,2405.25,0.0,4.0,2.0,2780.5,2780.5,0.0,2.0,1.0,3851.0,,1.0,2.0,1.0,1710.0,,1.0,4.0,2.0,2030.0,2030.0,0.0,2.0,1.0,1430.0,,1.0,2.0,1.0,2630.0,,1.0,0.0
4461,40.0,37.0,2946.08108108,2680.38888889,1.0,8.0,8.0,2036.5,2036.5,0.0,4.0,4.0,2385.5,2385.5,0.0,2.0,2.0,2910.5,2910.5,0.0,2.0,2.0,1860.5,1860.5,0.0,4.0,4.0,1687.5,1687.5,0.0,2.0,2.0,1840.0,1840.0,0.0,2.0,2.0,1535.0,1535.0,0.0,8.0,8.0,4032.625,4032.625,0.0,4.0,4.0,3752.75,3752.75,0.0,2.0,2.0,5820.0,5820.0,0.0,2.0,2.0,1685.5,1685.5,0.0,4.0,4.0,4312.5,4312.5,0.0,2.0,2.0,3185.0,3185.0,0.0,2.0,2.0,5440.0,5440.0,0.0,8.0,6.0,5118.66666667,5118.66666667,0.0,4.0,2.0,3990.5,3990.5,0.0,2.0,1.0,6221.0,,1.0,2.0,1.0,1760.0,,1.0,4.0,4.0,5682.75,5682.75,0.0,2.0,2.0,4365.0,4365.0,0.0,2.0,2.0,7000.5,7000.5,0.0,8.0,7.0,1841.42857143,1841.42857143,0.0,4.0,3.0,1600.0,1600.0,0.0,4.0,4.0,2022.5,2022.5,0.0,8.0,8.0,2106.25,2106.25,0.0,4.0,4.0,1480.0,1480.0,0.0,2.0,2.0,1400.0,1400.0,0.0,2.0,2.0,1560.0,1560.0,0.0,4.0,4.0,2732.5,2732.5,0.0,2.0,2.0,3895.0,3895.0,0.0,2.0,2.0,1570.0,1570.0,0.0,1.0
4463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
