,proband_id,test_name,phase,trialn,posx,posy,dposx,dposy,rsp,rt,total_time
0,4273,orientation,first,0,44,-336,233,131,0,1740,1748
1,4273,orientation,first,1,291,-190,310,-249,0,1410,3165
2,4273,orientation,first,2,174,158,-198,-147,0,1000,4171
3,4273,orientation,first,3,249,-155,-163,283,0,1150,5327
4,4273,orientation,first,4,144,171,260,315,0,1030,6363
5,4273,orientation,first,5,292,-24,-346,-300,0,1140,7509
6,4273,orientation,first,6,-136,-184,174,-307,0,1720,9235
7,4273,orientation,first,7,-314,-191,209,-166,0,450,10881
8,4273,orientation,first,8,76,54,-282,128,0,1470,12356
9,4273,orientation,first,9,-192,168,124,-343,0,1350,13711
10,4273,orientation,last,0,-31,-224,233,131,0,1621,1632
11,4273,orientation,last,1,-273,-68,310,-249,0,950,2585
12,4273,orientation,last,2,178,207,-198,-147,0,990,3579
13,4273,orientation,last,3,40,-55,-163,283,0,1090,4676
14,4273,orientation,last,4,-241,-116,260,315,0,1070,5753
15,4273,orientation,last,5,-95,-43,-346,-300,0,740,6500
16,4273,orientation,last,6,287,199,174,-307,0,2140,8647
17,4273,orientation,last,7,124,321,209,-166,0,1010,9664
18,4273,orientation,last,8,-123,133,-282,128,0,1340,11012
19,4273,orientation,last,9,138,284,124,-343,0,1440,12459
0,4307,orientation,first,0,347,316,92,-310,0,1030,1038
1,4307,orientation,first,1,-5,172,300,-309,0,840,1884
2,4307,orientation,first,2,138,-67,380,-18,0,840,2730
3,4307,orientation,first,3,-11,-165,-387,-47,0,690,3426
4,4307,orientation,first,4,211,-216,-186,-385,0,630,4062
5,4307,orientation,first,5,205,-348,-189,-153,0,680,4748
6,4307,orientation,first,6,-209,-253,361,125,0,800,5554
7,4307,orientation,first,7,-358,-211,-311,104,0,700,6260
8,4307,orientation,first,8,-43,-37,-231,247,0,930,7196
9,4307,orientation,first,9,122,-264,-71,-192,0,940,8141
10,4307,orientation,last,0,298,-88,92,-310,0,730,737
11,4307,orientation,last,1,-77,36,300,-309,0,840,1585
12,4307,orientation,last,2,98,73,380,-18,0,700,2292
13,4307,orientation,last,3,244,187,-387,-47,0,810,3109
14,4307,orientation,last,4,33,169,-186,-385,0,730,3846
15,4307,orientation,last,5,146,341,-189,-153,0,750,4603
16,4307,orientation,last,6,-136,336,361,125,0,700,5310
17,4307,orientation,last,7,-147,201,-311,104,0,690,6007
18,4307,orientation,last,8,-294,-102,-231,247,0,1060,7074
19,4307,orientation,last,9,-33,-313,-71,-192,0,890,7972
0,4346,orientation,first,0,44,-336,233,131,0,1400,1408
1,4346,orientation,first,1,291,-190,310,-249,0,1000,2415
2,4346,orientation,first,2,174,158,-198,-147,0,1171,3592
3,4346,orientation,first,3,249,-155,-163,283,0,1220,4818
4,4346,orientation,first,4,144,171,260,315,0,1210,6034
5,4346,orientation,first,5,292,-24,-346,-300,0,1240,7280
6,4346,orientation,first,6,-136,-184,174,-307,0,990,8276
7,4346,orientation,first,7,-314,-191,209,-166,0,1060,9342
8,4346,orientation,first,8,76,54,-282,128,0,1170,10518
9,4346,orientation,first,9,-192,168,124,-343,0,1190,11714
10,4346,orientation,last,0,-31,-224,233,131,0,1060,1069
11,4346,orientation,last,1,-273,-68,310,-249,0,1140,2214
12,4346,orientation,last,2,178,207,-198,-147,0,1210,3431
13,4346,orientation,last,3,40,-55,-163,283,0,1160,4598
14,4346,orientation,last,4,-241,-116,260,315,0,1200,5805
15,4346,orientation,last,5,-95,-43,-346,-300,0,1060,6872
16,4346,orientation,last,6,287,199,174,-307,0,1300,8179
17,4346,orientation,last,7,124,321,209,-166,0,941,9127
18,4346,orientation,last,8,-123,133,-282,128,0,1180,10315
19,4346,orientation,last,9,138,284,124,-343,0,1390,11713
0,4365,orientation,first,0,44,-336,233,131,0,840,848
1,4365,orientation,first,1,291,-190,310,-249,0,660,1514
2,4365,orientation,first,2,174,158,-198,-147,0,950,2470
3,4365,orientation,first,3,249,-155,-163,283,0,1090,3566
4,4365,orientation,first,4,144,171,260,315,0,770,4342
5,4365,orientation,first,5,292,-24,-346,-300,0,670,5018
6,4365,orientation,first,6,-136,-184,174,-307,0,740,5763
7,4365,orientation,first,7,-314,-191,209,-166,0,690,6458
8,4365,orientation,first,8,76,54,-282,128,0,990,7453
9,4365,orientation,first,9,-192,168,124,-343,0,770,8228
10,4365,orientation,last,0,-31,-224,233,131,0,1350,1359
11,4365,orientation,last,1,-273,-68,310,-249,0,820,2187
12,4365,orientation,last,2,178,207,-198,-147,0,1340,3534
13,4365,orientation,last,3,40,-55,-163,283,0,1000,4541
14,4365,orientation,last,4,-241,-116,260,315,0,1280,5828
15,4365,orientation,last,5,-95,-43,-346,-300,0,710,6545
16,4365,orientation,last,6,287,199,174,-307,0,850,7402
17,4365,orientation,last,7,124,321,209,-166,0,1040,8450
18,4365,orientation,last,8,-123,133,-282,128,0,861,9319
19,4365,orientation,last,9,138,284,124,-343,0,960,10287
0,4367,orientation,first,0,44,-336,233,131,0,8990,8998
1,4367,orientation,first,1,291,-190,310,-249,0,2110,11115
2,4367,orientation,first,2,174,158,-198,-147,0,2901,14022
3,4367,orientation,first,3,249,-155,-163,283,0,3101,17129
4,4367,orientation,first,4,144,171,260,315,0,3180,20315
5,4367,orientation,first,5,292,-24,-346,-300,0,2900,23221
6,4367,orientation,first,6,-136,-184,174,-307,0,3300,26527
7,4367,orientation,first,7,-314,-191,209,-166,0,1841,30244
8,4367,orientation,first,8,76,54,-282,128,0,3430,33680
9,4367,orientation,first,9,-192,168,124,-343,0,3160,36846
10,4367,orientation,last,0,-31,-224,233,131,0,2970,2976
11,4367,orientation,last,1,-273,-68,310,-249,0,2510,5494
12,4367,orientation,last,2,178,207,-198,-147,0,2700,8202
13,4367,orientation,last,3,40,-55,-163,283,0,1851,10061
14,4367,orientation,last,4,-241,-116,260,315,0,2530,12598
15,4367,orientation,last,5,-95,-43,-346,-300,0,2270,14875
16,4367,orientation,last,6,287,199,174,-307,0,2470,17353
17,4367,orientation,last,7,124,321,209,-166,0,2500,19861
18,4367,orientation,last,8,-123,133,-282,128,0,2490,22359
19,4367,orientation,last,9,138,284,124,-343,0,2120,24487
0,4368,orientation,first,0,44,-336,233,131,0,250,26807
1,4368,orientation,first,1,291,-190,310,-249,0,20,31879
2,4368,orientation,first,2,174,158,-198,-147,0,4160,46333
3,4368,orientation,first,3,249,-155,-163,283,0,1520,47859
4,4368,orientation,first,4,144,171,260,315,0,720,50396
5,4368,orientation,first,5,292,-24,-346,-300,0,980,52432
6,4368,orientation,first,6,-136,-184,174,-307,0,1310,54477
7,4368,orientation,first,7,-314,-191,209,-166,0,680,55672
8,4368,orientation,first,8,76,54,-282,128,0,720,56867
9,4368,orientation,first,9,-192,168,124,-343,0,430,59012
10,4368,orientation,last,0,-31,-224,233,131,0,650,657
11,4368,orientation,last,1,-273,-68,310,-249,0,480,1804
12,4368,orientation,last,2,178,207,-198,-147,0,400,2811
13,4368,orientation,last,3,40,-55,-163,283,0,610,3978
14,4368,orientation,last,4,-241,-116,260,315,0,1060,5475
15,4368,orientation,last,5,-95,-43,-346,-300,0,780,6262
16,4368,orientation,last,6,287,199,174,-307,0,970,7239
17,4368,orientation,last,7,124,321,209,-166,0,720,9147
18,4368,orientation,last,8,-123,133,-282,128,0,600,10164
19,4368,orientation,last,9,138,284,124,-343,0,530,11271
0,4369,orientation,first,0,44,-336,233,131,0,1930,1938
1,4369,orientation,first,1,291,-190,310,-249,0,940,2884
2,4369,orientation,first,2,174,158,-198,-147,0,910,3800
3,4369,orientation,first,3,249,-155,-163,283,0,950,4756
4,4369,orientation,first,4,144,171,260,315,0,700,5462
5,4369,orientation,first,5,292,-24,-346,-300,0,820,6288
6,4369,orientation,first,6,-136,-184,174,-307,0,1130,7424
7,4369,orientation,first,7,-314,-191,209,-166,0,1190,8620
8,4369,orientation,first,8,76,54,-282,128,0,1570,10195
9,4369,orientation,first,9,-192,168,124,-343,0,1100,11300
10,4369,orientation,last,0,-31,-224,233,131,0,840,849
11,4369,orientation,last,1,-273,-68,310,-249,0,830,1687
12,4369,orientation,last,2,178,207,-198,-147,0,1051,2745
13,4369,orientation,last,3,40,-55,-163,283,0,1030,3782
14,4369,orientation,last,4,-241,-116,260,315,0,990,4779
15,4369,orientation,last,5,-95,-43,-346,-300,0,790,5576
16,4369,orientation,last,6,287,199,174,-307,0,1170,6753
17,4369,orientation,last,7,124,321,209,-166,0,1060,7820
18,4369,orientation,last,8,-123,133,-282,128,0,960,8787
19,4369,orientation,last,9,138,284,124,-343,0,1220,10015
0,4370,orientation,first,0,44,-336,233,131,0,2060,2066
1,4370,orientation,first,1,291,-190,310,-249,0,1530,3602
2,4370,orientation,first,2,174,158,-198,-147,0,1330,4938
3,4370,orientation,first,3,249,-155,-163,283,0,730,7035
4,4370,orientation,first,4,144,171,260,315,0,1020,8061
5,4370,orientation,first,5,292,-24,-346,-300,0,870,8937
6,4370,orientation,first,6,-136,-184,174,-307,0,1500,10443
7,4370,orientation,first,7,-314,-191,209,-166,0,1250,11699
8,4370,orientation,first,8,76,54,-282,128,0,480,13675
9,4370,orientation,first,9,-192,168,124,-343,0,1240,14920
10,4370,orientation,last,0,-31,-224,233,131,0,1300,1307
11,4370,orientation,last,1,-273,-68,310,-249,1,2010,3325
12,4370,orientation,last,1,-273,-68,310,-249,0,1270,4595
13,4370,orientation,last,2,178,207,-198,-147,0,1260,5862
14,4370,orientation,last,3,40,-55,-163,283,0,880,6750
15,4370,orientation,last,4,-241,-116,260,315,0,980,7737
16,4370,orientation,last,5,-95,-43,-346,-300,0,1011,8755
17,4370,orientation,last,6,287,199,174,-307,0,1280,10042
18,4370,orientation,last,7,124,321,209,-166,0,1170,11219
19,4370,orientation,last,8,-123,133,-282,128,0,1180,12406
20,4370,orientation,last,9,138,284,124,-343,0,1350,13764
0,4371,orientation,first,0,44,-336,233,131,0,2150,2158
1,4371,orientation,first,1,291,-190,310,-249,0,1240,3404
2,4371,orientation,first,2,174,158,-198,-147,0,1140,4550
3,4371,orientation,first,3,249,-155,-163,283,0,1170,5726
4,4371,orientation,first,4,144,171,260,315,0,1380,7112
5,4371,orientation,first,5,292,-24,-346,-300,0,1350,8468
6,4371,orientation,first,6,-136,-184,174,-307,0,1330,9804
7,4371,orientation,first,7,-314,-191,209,-166,0,810,11230
8,4371,orientation,first,8,76,54,-282,128,0,1160,12395
9,4371,orientation,first,9,-192,168,124,-343,0,1441,13841
10,4371,orientation,last,0,-31,-224,233,131,0,960,966
11,4371,orientation,last,1,-273,-68,310,-249,0,960,1933
12,4371,orientation,last,2,178,207,-198,-147,0,1370,3310
13,4371,orientation,last,3,40,-55,-163,283,0,960,4277
14,4371,orientation,last,4,-241,-116,260,315,0,930,5214
15,4371,orientation,last,5,-95,-43,-346,-300,0,1420,6641
16,4371,orientation,last,6,287,199,174,-307,0,1190,7838
17,4371,orientation,last,7,124,321,209,-166,0,1100,8945
18,4371,orientation,last,8,-123,133,-282,128,0,1440,10392
19,4371,orientation,last,9,138,284,124,-343,0,1310,11710
0,4372,orientation,first,0,44,-336,233,131,0,1100,1108
1,4372,orientation,first,1,291,-190,310,-249,0,980,2095
2,4372,orientation,first,2,174,158,-198,-147,0,790,2891
3,4372,orientation,first,3,249,-155,-163,283,0,670,3567
4,4372,orientation,first,4,144,171,260,315,0,830,4403
5,4372,orientation,first,5,292,-24,-346,-300,0,960,5369
6,4372,orientation,first,6,-136,-184,174,-307,0,1581,6956
7,4372,orientation,first,7,-314,-191,209,-166,0,860,7822
8,4372,orientation,first,8,76,54,-282,128,0,1090,8918
9,4372,orientation,first,9,-192,168,124,-343,0,1060,9984
10,4372,orientation,last,0,-31,-224,233,131,0,460,1207
11,4372,orientation,last,1,-273,-68,310,-249,0,960,2175
12,4372,orientation,last,2,178,207,-198,-147,0,1030,3213
13,4372,orientation,last,3,40,-55,-163,283,0,1150,4371
14,4372,orientation,last,4,-241,-116,260,315,0,1260,5638
15,4372,orientation,last,5,-95,-43,-346,-300,0,970,6611
16,4372,orientation,last,6,287,199,174,-307,0,1170,7789
17,4372,orientation,last,7,124,321,209,-166,0,780,8577
18,4372,orientation,last,8,-123,133,-282,128,0,1000,9585
19,4372,orientation,last,9,138,284,124,-343,0,1290,10883
0,4373,orientation,first,0,44,-336,233,131,0,2240,2248
1,4373,orientation,first,1,291,-190,310,-249,0,1750,4004
2,4373,orientation,first,2,174,158,-198,-147,0,2431,6441
3,4373,orientation,first,3,249,-155,-163,283,0,1490,7937
4,4373,orientation,first,4,144,171,260,315,0,1470,9413
5,4373,orientation,first,5,292,-24,-346,-300,0,930,10349
6,4373,orientation,first,6,-136,-184,174,-307,0,1610,11965
7,4373,orientation,first,7,-314,-191,209,-166,0,1660,13630
8,4373,orientation,first,8,76,54,-282,128,0,1390,15025
9,4373,orientation,first,9,-192,168,124,-343,0,1910,16940
10,4373,orientation,last,0,-31,-224,233,131,0,1620,1629
11,4373,orientation,last,1,-273,-68,310,-249,0,950,2587
12,4373,orientation,last,2,178,207,-198,-147,0,1400,3995
13,4373,orientation,last,3,40,-55,-163,283,0,981,4983
14,4373,orientation,last,4,-241,-116,260,315,0,1250,6240
15,4373,orientation,last,5,-95,-43,-346,-300,0,1210,7457
16,4373,orientation,last,6,287,199,174,-307,0,1020,8484
17,4373,orientation,last,7,124,321,209,-166,0,1240,9732
18,4373,orientation,last,8,-123,133,-282,128,0,1410,11150
19,4373,orientation,last,9,138,284,124,-343,0,1170,12328
0,4374,orientation,first,0,44,-336,233,131,0,1340,1348
1,4374,orientation,first,1,291,-190,310,-249,0,1170,2524
2,4374,orientation,first,2,174,158,-198,-147,0,1100,3630
3,4374,orientation,first,3,249,-155,-163,283,0,1101,4737
4,4374,orientation,first,4,144,171,260,315,0,1200,5943
5,4374,orientation,first,5,292,-24,-346,-300,0,1580,8809
6,4374,orientation,first,6,-136,-184,174,-307,0,1390,10204
7,4374,orientation,first,7,-314,-191,209,-166,0,1370,11579
8,4374,orientation,first,8,76,54,-282,128,0,1460,13044
9,4374,orientation,first,9,-192,168,124,-343,0,1210,14259
10,4374,orientation,last,0,-31,-224,233,131,0,1370,1379
11,4374,orientation,last,1,-273,-68,310,-249,0,1380,2767
12,4374,orientation,last,2,178,207,-198,-147,0,1530,4304
13,4374,orientation,last,3,40,-55,-163,283,0,1510,5821
14,4374,orientation,last,4,-241,-116,260,315,0,1461,7289
15,4374,orientation,last,5,-95,-43,-346,-300,0,1150,8447
16,4374,orientation,last,6,287,199,174,-307,0,1240,9694
17,4374,orientation,last,7,124,321,209,-166,0,1270,10972
18,4374,orientation,last,8,-123,133,-282,128,0,1150,12129
19,4374,orientation,last,9,138,284,124,-343,0,1390,13527
0,4375,orientation,first,0,44,-336,233,131,0,770,778
1,4375,orientation,first,1,291,-190,310,-249,0,980,1765
2,4375,orientation,first,2,174,158,-198,-147,0,750,3081
3,4375,orientation,first,3,249,-155,-163,283,0,770,3857
4,4375,orientation,first,4,144,171,260,315,0,920,4783
5,4375,orientation,first,5,292,-24,-346,-300,0,740,5529
6,4375,orientation,first,6,-136,-184,174,-307,0,910,6445
7,4375,orientation,first,7,-314,-191,209,-166,0,740,7191
8,4375,orientation,first,8,76,54,-282,128,0,630,8737
9,4375,orientation,first,9,-192,168,124,-343,0,890,9633
10,4375,orientation,last,0,-31,-224,233,131,0,750,760
11,4375,orientation,last,1,-273,-68,310,-249,0,730,1498
12,4375,orientation,last,2,178,207,-198,-147,0,940,2446
13,4375,orientation,last,3,40,-55,-163,283,0,841,3295
14,4375,orientation,last,4,-241,-116,260,315,0,750,4052
15,4375,orientation,last,5,-95,-43,-346,-300,0,811,4870
16,4375,orientation,last,6,287,199,174,-307,0,1030,5908
17,4375,orientation,last,7,124,321,209,-166,0,770,6686
18,4375,orientation,last,8,-123,133,-282,128,0,770,7464
19,4375,orientation,last,9,138,284,124,-343,0,1030,8502
0,4376,orientation,first,0,44,-336,233,131,0,1540,1548
1,4376,orientation,first,1,291,-190,310,-249,0,1170,2725
2,4376,orientation,first,2,174,158,-198,-147,0,3540,6271
3,4376,orientation,first,3,249,-155,-163,283,0,1280,7557
4,4376,orientation,first,4,144,171,260,315,0,1080,8640
5,4376,orientation,first,5,292,-24,-346,-300,0,1120,9766
6,4376,orientation,first,6,-136,-184,174,-307,0,1471,11243
7,4376,orientation,first,7,-314,-191,209,-166,0,910,12158
8,4376,orientation,first,8,76,54,-282,128,0,920,14283
9,4376,orientation,first,9,-192,168,124,-343,0,870,15158
10,4376,orientation,last,0,-31,-224,233,131,0,1250,1258
11,4376,orientation,last,1,-273,-68,310,-249,0,1050,2316
12,4376,orientation,last,2,178,207,-198,-147,0,1250,3573
13,4376,orientation,last,3,40,-55,-163,283,0,890,4470
14,4376,orientation,last,4,-241,-116,260,315,0,980,5457
15,4376,orientation,last,5,-95,-43,-346,-300,0,1030,6494
16,4376,orientation,last,6,287,199,174,-307,0,1250,7751
17,4376,orientation,last,7,124,321,209,-166,0,1040,8798
18,4376,orientation,last,8,-123,133,-282,128,0,1040,9846
19,4376,orientation,last,9,138,284,124,-343,0,1000,10854
0,4377,orientation,first,0,44,-336,233,131,0,970,978
1,4377,orientation,first,1,291,-190,310,-249,0,720,1704
2,4377,orientation,first,2,174,158,-198,-147,0,460,2960
3,4377,orientation,first,3,249,-155,-163,283,0,850,3816
4,4377,orientation,first,4,144,171,260,315,0,780,4602
5,4377,orientation,first,5,292,-24,-346,-300,0,650,5258
6,4377,orientation,first,6,-136,-184,174,-307,0,880,6144
7,4377,orientation,first,7,-314,-191,209,-166,0,700,6849
8,4377,orientation,first,8,76,54,-282,128,0,911,7765
9,4377,orientation,first,9,-192,168,124,-343,0,800,8570
10,4377,orientation,last,0,-31,-224,233,131,0,720,729
11,4377,orientation,last,1,-273,-68,310,-249,0,790,1527
12,4377,orientation,last,2,178,207,-198,-147,0,840,2374
13,4377,orientation,last,3,40,-55,-163,283,0,890,3271
14,4377,orientation,last,4,-241,-116,260,315,0,760,4038
15,4377,orientation,last,5,-95,-43,-346,-300,0,810,4855
16,4377,orientation,last,6,287,199,174,-307,0,960,5822
17,4377,orientation,last,7,124,321,209,-166,0,780,6609
18,4377,orientation,last,8,-123,133,-282,128,0,420,7807
19,4377,orientation,last,9,138,284,124,-343,0,850,8665
0,4378,orientation,first,0,44,-336,233,131,0,1420,1428
1,4378,orientation,first,1,291,-190,310,-249,0,980,2414
2,4378,orientation,first,2,174,158,-198,-147,0,840,3260
3,4378,orientation,first,3,249,-155,-163,283,0,820,4086
4,4378,orientation,first,4,144,171,260,315,0,870,4962
5,4378,orientation,first,5,292,-24,-346,-300,0,450,6219
6,4378,orientation,first,6,-136,-184,174,-307,0,890,7114
7,4378,orientation,first,7,-314,-191,209,-166,0,480,8380
8,4378,orientation,first,8,76,54,-282,128,0,1180,9566
9,4378,orientation,first,9,-192,168,124,-343,0,1050,10621
10,4378,orientation,last,0,-31,-224,233,131,0,740,750
11,4378,orientation,last,1,-273,-68,310,-249,0,800,1558
12,4378,orientation,last,2,178,207,-198,-147,0,990,2556
13,4378,orientation,last,3,40,-55,-163,283,0,820,3383
14,4378,orientation,last,4,-241,-116,260,315,0,680,4070
15,4378,orientation,last,5,-95,-43,-346,-300,0,800,4877
16,4378,orientation,last,6,287,199,174,-307,0,1230,6114
17,4378,orientation,last,7,124,321,209,-166,0,700,6822
18,4378,orientation,last,8,-123,133,-282,128,0,610,8419
19,4378,orientation,last,9,138,284,124,-343,0,1230,9657
0,4379,orientation,first,0,44,-336,233,131,0,1210,1218
1,4379,orientation,first,1,291,-190,310,-249,0,770,1995
2,4379,orientation,first,2,174,158,-198,-147,0,820,2821
3,4379,orientation,first,3,249,-155,-163,283,0,830,3657
4,4379,orientation,first,4,144,171,260,315,0,750,4413
5,4379,orientation,first,5,292,-24,-346,-300,0,680,5099
6,4379,orientation,first,6,-136,-184,174,-307,0,760,5865
7,4379,orientation,first,7,-314,-191,209,-166,0,660,6531
8,4379,orientation,first,8,76,54,-282,128,0,890,7427
9,4379,orientation,first,9,-192,168,124,-343,0,760,8193
10,4379,orientation,last,0,-31,-224,233,131,0,740,749
11,4379,orientation,last,1,-273,-68,310,-249,0,740,1497
12,4379,orientation,last,2,178,207,-198,-147,0,680,2185
13,4379,orientation,last,3,40,-55,-163,283,0,750,2943
14,4379,orientation,last,4,-241,-116,260,315,0,760,3710
15,4379,orientation,last,5,-95,-43,-346,-300,0,680,4397
16,4379,orientation,last,6,287,199,174,-307,0,800,5205
17,4379,orientation,last,7,124,321,209,-166,0,831,6044
18,4379,orientation,last,8,-123,133,-282,128,0,390,7762
19,4379,orientation,last,9,138,284,124,-343,0,320,8860
0,4380,orientation,first,0,44,-336,233,131,0,1970,1978
1,4380,orientation,first,1,291,-190,310,-249,0,1400,3384
2,4380,orientation,first,2,174,158,-198,-147,0,1260,4650
3,4380,orientation,first,3,249,-155,-163,283,0,1290,5946
4,4380,orientation,first,4,144,171,260,315,0,1490,7441
5,4380,orientation,first,5,292,-24,-346,-300,0,1310,8757
6,4380,orientation,first,6,-136,-184,174,-307,0,1490,10253
7,4380,orientation,first,7,-314,-191,209,-166,0,1730,11989
8,4380,orientation,first,8,76,54,-282,128,0,1930,13925
9,4380,orientation,first,9,-192,168,124,-343,0,1330,15260
10,4380,orientation,last,0,-31,-224,233,131,0,1611,1620
11,4380,orientation,last,1,-273,-68,310,-249,0,1180,2807
12,4380,orientation,last,2,178,207,-198,-147,0,1590,4404
13,4380,orientation,last,3,40,-55,-163,283,0,1370,5781
14,4380,orientation,last,4,-241,-116,260,315,0,1690,7478
15,4380,orientation,last,5,-95,-43,-346,-300,0,1150,8635
16,4380,orientation,last,6,287,199,174,-307,0,1290,9932
17,4380,orientation,last,7,124,321,209,-166,0,1131,11070
18,4380,orientation,last,8,-123,133,-282,128,0,1420,12497
19,4380,orientation,last,9,138,284,124,-343,0,1630,14135
0,4381,orientation,first,0,44,-336,233,131,0,990,998
1,4381,orientation,first,1,291,-190,310,-249,0,620,1625
2,4381,orientation,first,2,174,158,-198,-147,0,630,3011
3,4381,orientation,first,3,249,-155,-163,283,0,670,3685
4,4381,orientation,first,4,144,171,260,315,0,711,4400
5,4381,orientation,first,5,292,-24,-346,-300,0,670,5076
6,4381,orientation,first,6,-136,-184,174,-307,0,900,5982
7,4381,orientation,first,7,-314,-191,209,-166,0,810,6798
8,4381,orientation,first,8,76,54,-282,128,0,730,7534
9,4381,orientation,first,9,-192,168,124,-343,0,770,8307
10,4381,orientation,last,0,-31,-224,233,131,0,620,627
11,4381,orientation,last,1,-273,-68,310,-249,0,640,1275
12,4381,orientation,last,2,178,207,-198,-147,0,680,1963
13,4381,orientation,last,3,40,-55,-163,283,0,620,2590
14,4381,orientation,last,4,-241,-116,260,315,0,580,3177
15,4381,orientation,last,5,-95,-43,-346,-300,0,410,4114
16,4381,orientation,last,6,287,199,174,-307,0,890,5012
17,4381,orientation,last,7,124,321,209,-166,0,750,5770
18,4381,orientation,last,8,-123,133,-282,128,0,720,6498
19,4381,orientation,last,9,138,284,124,-343,0,740,7246
0,4382,orientation,first,0,44,-336,233,131,0,2160,2168
1,4382,orientation,first,1,291,-190,310,-249,0,1110,3284
2,4382,orientation,first,2,174,158,-198,-147,0,810,4100
3,4382,orientation,first,3,249,-155,-163,283,0,890,4996
4,4382,orientation,first,4,144,171,260,315,0,820,5822
5,4382,orientation,first,5,292,-24,-346,-300,0,880,6708
6,4382,orientation,first,6,-136,-184,174,-307,0,860,7574
7,4382,orientation,first,7,-314,-191,209,-166,0,740,8320
8,4382,orientation,first,8,76,54,-282,128,0,870,9196
9,4382,orientation,first,9,-192,168,124,-343,0,850,10051
10,4382,orientation,last,0,-31,-224,233,131,0,730,739
11,4382,orientation,last,1,-273,-68,310,-249,0,700,1447
12,4382,orientation,last,2,178,207,-198,-147,0,790,2244
13,4382,orientation,last,3,40,-55,-163,283,0,890,3141
14,4382,orientation,last,4,-241,-116,260,315,0,810,3958
15,4382,orientation,last,5,-95,-43,-346,-300,0,830,4795
16,4382,orientation,last,6,287,199,174,-307,0,730,5532
17,4382,orientation,last,7,124,321,209,-166,0,800,6339
18,4382,orientation,last,8,-123,133,-282,128,0,861,7208
19,4382,orientation,last,9,138,284,124,-343,0,800,8016
0,4383,orientation,first,0,44,-336,233,131,0,740,748
1,4383,orientation,first,1,291,-190,310,-249,0,610,1364
2,4383,orientation,first,2,174,158,-198,-147,0,820,2190
3,4383,orientation,first,3,249,-155,-163,283,0,820,3016
4,4383,orientation,first,4,144,171,260,315,0,760,3782
5,4383,orientation,first,5,292,-24,-346,-300,0,720,4508
6,4383,orientation,first,6,-136,-184,174,-307,0,660,5173
7,4383,orientation,first,7,-314,-191,209,-166,0,530,5708
8,4383,orientation,first,8,76,54,-282,128,0,340,6813
9,4383,orientation,first,9,-192,168,124,-343,0,830,7648
10,4383,orientation,last,0,-31,-224,233,131,0,790,800
11,4383,orientation,last,1,-273,-68,310,-249,0,800,1607
12,4383,orientation,last,2,178,207,-198,-147,0,710,2324
